scope,direction,transport,source_id,destination_id,route_class,estimate,ci_low,ci_high
HTML,induction,raw,layer_10.head_02,layer_11.head_08,earlier_to_later,0.0059555087097019855,0.004215631960285207,0.007671377152898007
HTML,induction,raw,layer_10.head_02,layer_11.head_09,earlier_to_later,0.0018098501817331197,0.00014919898319205248,0.003509734530554482
HTML,induction,raw,layer_10.head_02,layer_11.head_14,earlier_to_later,0.007439712146400941,0.005162040346669245,0.009934228099874941
HTML,induction,raw,layer_10.head_02,layer_11.head_15,earlier_to_later,0.010150579888933479,0.006560631497372488,0.014461905016474298
HTML,induction,raw,layer_10.head_02,layer_12.head_02,earlier_to_later,0.0006744789380442623,0.00014248331271788533,0.0012542242628931402
HTML,induction,raw,layer_10.head_02,layer_12.head_03,earlier_to_later,0.005163290176621355,0.0032878319372737093,0.007361349161868306
HTML,induction,raw,layer_10.head_02,layer_12.head_12,earlier_to_later,0.0019293328699456725,0.0010003651459262674,0.0030884830000179444
HTML,induction,raw,layer_10.head_12,layer_09.head_04,later_to_earlier,-0.0007280588518009469,-0.0011350189495232957,-0.00040174316360507304
HTML,induction,raw,layer_10.head_12,layer_09.head_11,later_to_earlier,0.0006125875866263017,0.00029505715995783934,0.0009810400625586135
HTML,induction,raw,layer_10.head_12,layer_09.head_13,later_to_earlier,7.974362689457652e-05,-0.00028067117605894663,0.00046583474301430615
HTML,induction,raw,layer_10.head_12,layer_10.head_02,within_layer,1.493172863175083e-05,-0.0004259862070616787,0.0004942596364635347
HTML,induction,raw,layer_10.head_12,layer_10.head_12,identity,0.0024351184826245766,0.0015990521558143646,0.003376294996162805
HTML,induction,raw,layer_10.head_12,layer_11.head_08,earlier_to_later,-0.0005450456119650152,-0.0010078899368024814,-0.00014158854085369674
HTML,induction,raw,layer_10.head_12,layer_11.head_09,earlier_to_later,-0.001382544164804473,-0.002108027415285383,-0.0007559949905351874
HTML,induction,raw,layer_10.head_12,layer_11.head_14,earlier_to_later,0.0011415067007957576,0.0007159386609030817,0.0016456138394668148
HTML,induction,raw,layer_10.head_12,layer_11.head_15,earlier_to_later,-0.0006023079543521818,-0.0009546639222519442,-0.00030547758339716366
HTML,induction,raw,layer_10.head_12,layer_12.head_02,earlier_to_later,0.0009056061670082477,0.0005464420390160732,0.0013611782280091894
HTML,induction,raw,layer_10.head_12,layer_12.head_03,earlier_to_later,0.00039415838742259924,9.341309797849185e-05,0.0006732720436677031
HTML,induction,raw,layer_10.head_12,layer_12.head_12,earlier_to_later,9.92812772302845e-05,-0.00014305811753575348,0.0003532419826479366
HTML,induction,raw,layer_11.head_08,layer_09.head_04,later_to_earlier,0.017851981113198724,0.012301400676018563,0.02417341761067264
HTML,induction,raw,layer_11.head_08,layer_09.head_11,later_to_earlier,0.012102203572940158,0.00738643738970262,0.01779033989883558
HTML,induction,raw,layer_11.head_08,layer_09.head_13,later_to_earlier,0.004809321053390051,0.0028721428480372553,0.007112393565702295
